idx,rsmi,psmi,ea,dHrxn298,rmg_family,rigid
17.0,[O:1]([c:2]1=[n:3][c:4]([H:8])[n:5][n:6]1[H:9])[H:7],[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[n:5][n:6]1[H:9],43.07705,-5.717230000000001,ketoenol,
18.0,[O:1]([c:2]1=[n:3][c:4]([H:8])[n:5][n:6]1[H:9])[H:7],[O:1]([C:2]1=[N:3][C@@:4]1(/[N:5]=[N:6]/[H:9])[H:8])[H:7],113.08497,73.57601,,
19.0,[O:1]([c:2]1=[n:3][c:4]([H:8])[n:5][n:6]1[H:9])[H:7],[O:1]([C:2]([N+:3]#[C:4][H:8])[N:6]([N-:5])[H:9])[H:7],122.35328999999999,116.94993999999998,,
22.0,[O:1]([c:2]1=[n:3][c:4]([H:8])[n:5][n:6]1[H:9])[H:7],[O:1](/[C:2]([N:3]1[C:4]([H:8])=[N:5]1)=[N:6]\[H:9])[H:7],97.40290999999999,69.67412,,
30.0,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:2]1([C:6]([C:5]([H:8])([H:13])[H:14])([H:15])[H:16])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],125.10363000000001,20.34544,,
32.0,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]=[C:2]([C:6]([C:5]([C:4]([C:3]([H:7])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:8],77.85659,4.04355,,
35.0,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:6]([C:5]([C:4]([C:3]([C:2][H:8])([H:9])[H:10])([H:11])[H:12])([H:13])[H:14])([H:15])[H:16])[H:7],118.33528999999999,96.24149,,
36.0,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C@:2]1([H:8])[C:3]([H:9])([H:10])[C@@:4]1([C:5]([C:6]([H:12])([H:15])[H:16])([H:13])[H:14])[H:11])[H:7],125.28905,22.80121,,
38.0,[O:1]([C:2]1([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])[H:7],[O:1]([C:4]([C:5]([C:6]([C:2](=[C:3]([H:9])[H:10])[H:8])([H:15])[H:16])([H:13])[H:14])([H:11])[H:12])[H:7],110.12579,17.59854,,
40.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](/[N+:4](=[C-:5][O:6][H:12])[H:11])[H:10])([H:7])([H:8])[H:9],72.78562,35.64436,,
41.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N+:2](=[C-:3][N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],70.64856999999999,24.684070000000002,,
42.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](\[O:6]/[C:5](=[N:4]/[H:11])[H:12])[H:10])([H:7])([H:8])[H:9],53.942859999999996,19.05904,ketoenol,
45.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2]1[C@:3]2([H:10])[N:4]([H:11])[C@:5]2([H:12])[O:6]1)([H:7])([H:8])[H:9],122.81303,92.19963,,
46.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C-:1]([N+:2](=[C:3]([N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])[H:7])([H:8])[H:9],78.94281,44.32781,,
47.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][C:3]([N:4]([C:5](=[O:6])[H:12])[H:11])([H:7])[H:10])([H:8])[H:9],81.87063,12.15495,,
48.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([N:2](/[C:3](=[N:4]/[C:5](=[O:6])[H:12])[H:10])[H:11])([H:7])([H:8])[H:9],44.15229,4.37036,,
49.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](/[N:2]=[C:3](/[N:4]=[C:5](/[O:6][H:11])[H:12])[H:10])([H:7])([H:8])[H:9],46.67653,13.81115,ketoenol,
50.0,[C:1](/[N:2]=[C:3](/[N:4]([C:5](=[O:6])[H:12])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][C@:3]1([H:10])[N:4]([H:11])[C@@:5]1([O:6][H:7])[H:12])([H:8])[H:9],88.8579,40.163920000000005,,
51.0,[C:1]([O:2][C:3]([C:4]([C:5]#[N:6])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([N:6]=[C:5]=[C:4]([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],79.4161,26.87743,,
53.0,[C:1]([O:2][C:3]([C:4]([C:5]#[N:6])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3]([C:4]([N+:6]#[C-:5])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],60.45821,23.25374,,
56.0,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][C@@:3]1([H:10])[C:4]([H:9])([H:11])[O:5]1)([H:6])([H:7])[H:8],65.93581,14.681479999999999,,
58.0,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][C:3]([O+:5]=[C-:4][H:11])([H:9])[H:10])([H:6])([H:7])[H:8],103.03041999999999,58.73855,,
59.0,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][O:5][C:4](=[C:3]([H:9])[H:10])[H:11])([H:6])([H:7])[H:8],101.8386,58.61974,ketoenol,
61.0,[C:1]([O:2][C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],[C+:1]([C@:4]([C:3]([O:2][H:7])([H:9])[H:10])([O-:5])[H:11])([H:6])[H:8],88.78468000000001,78.97221,,
62.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([N+:6]#[C-:5])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],60.09471,22.80888,,
64.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:10])[C:5]([C:4]([C:3]([H:11])([H:12])[H:13])([H:14])[H:15])=[N:6]1)([H:7])([H:8])[H:9],151.37005,37.68164,,
65.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([N:6]=[C:5]=[C:4]([H:14])[H:15])([H:11])[H:13])([H:10])[H:12])([H:7])([H:8])[H:9],100.46746,30.69455,,
66.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4](=[C:5]=[N:6][H:15])[H:14])[H:10])([H:7])([H:8])[H:9],94.03363,25.1757,,
68.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2]1([H:10])[C:3]([H:11])([H:12])/[C:5](=[N:6]/[H:13])[C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],101.43439000000001,21.67207,,
69.0,[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[N:6])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:6]([H:13])[C:5][C:4]1([H:14])[H:15])([H:7])([H:8])[H:9],97.48176,44.56174,,
71.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([C:3]([O+:5]=[C-:4][H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],115.21327,65.29643,,
76.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2]([O:5][C:4](=[C:3]([H:11])[H:12])[H:13])([H:9])[H:10])([H:6])([H:7])[H:8],94.2747,17.39436,ketoenol,
77.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C:2](/[C:3](=[C:4](\[O:5][H:11])[H:13])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],71.60414,8.740860000000001,ketoenol,
78.0,[C:1]([C:2]([C:3]([C:4](=[O:5])[H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([O:5][H:9])[H:13])([H:6])([H:7])[H:8],92.59338000000001,18.24152,,
79.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C:5]([H:11])=[N:4][C:3]1([H:9])[H:10])([H:7])[H:8],44.090270000000004,4.680280000000001,,
80.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C@:3]1(/[C:5](=[N:4]/[H:10])[H:11])[H:9])([H:7])[H:8],105.79853999999999,44.577709999999996,,
81.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1](=[C:2]1/[C:3]([H:8])([H:9])[N:4]([H:10])[C:5]([H:11])=[N:6]1)\[H:7],74.72346,9.6301,,
82.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C@@:2]1(/[C:3](=[N:4]/[H:10])[H:9])[C:5]([H:11])=[N:6]1)([H:7])[H:8],104.2879,57.15036,,
84.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[C:3]([H:9])[N:4]([H:10])[C:5][N:6]1[H:11])([H:7])[H:8],68.81729,31.393720000000002,,
85.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N+:1]([c:2]1[c-:3][n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])([H:8])[H:9],75.85696,63.65615,,
86.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1](=[C:2]1[C-:3]([H:9])[N+:4]([H:8])([H:10])[C:5]([H:11])=[N:6]1)[H:7],128.61401,75.24422,,
87.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]1=[N:6][C:5]([H:10])([H:11])[N:4]=[C:3]1[H:9])([H:7])[H:8],42.65759,9.012360000000001,,
88.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N-:1]([c:2]1[c:3]([H:9])[n+:4]([H:10])[c:5]([H:11])[n:6]1[H:7])[H:8],60.36606,31.12942,,
89.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2]#[N+:6][C-:5]([N+:4](=[C-:3][H:9])[H:10])[H:11])([H:7])[H:8],99.84904,95.32845,,
90.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C@:2]1([H:9])[C-:3]=[N+:4]([H:10])[C:5]([H:11])=[N:6]1)([H:7])[H:8],61.762209999999996,56.6362,Singlet_Carbene_Intra_Disproportionation,
91.0,[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2](/[C:3](=[N:4]/[H:10])[H:9])=[N+:6]=[C-:5][H:11])([H:7])[H:8],70.27884,66.70465,,
92.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@@:4]([H:12])([C:5]1([H:11])[H:13])[N:6]23,69.68386,-15.662729999999998,,
93.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:11])([H:12])[C:5]([H:8])([H:13])[N:6]12)[H:7],90.13136,73.85855,,
94.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]([H:10])([C:4]([H:11])([H:12])[C:5]1)[N:6]2[H:13],69.60139000000001,41.360409999999995,,
95.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C@:2]([C:3](=[C:4]([H:11])[H:12])[H:10])([H:9])[N:6]=[C:5]1[H:13],57.13981,-16.81117,,
96.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1](=[C:5]([C:4]([C@:3]1([H:10])[C:2]([H:9])=[N:6]1)([H:11])[H:12])[H:13])([H:7])[H:8],75.04621,-2.6078200000000002,,
97.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]([C:2][H:9])([C@:5]1([H:13])[C:4]([H:11])([H:12])[C:3]([H:10])=[N:6]1)([H:7])[H:8],69.12017,60.09248,,
98.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[N:6]2[H:9],58.61813000000001,50.50183,,
99.0,[C:1]1([H:7])([H:8])[C@:2]2([H:9])[C@:3]3([H:10])[C:4]([H:11])([H:12])[C@@:5]1([H:13])[N:6]23,[C:1]1([H:7])=[C:2]([H:9])[N:6]2[C:3]([H:8])([H:10])[C:4]([H:11])([H:12])[C@@:5]12[H:13],101.56985,1.9961200000000001,,
100.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:6]2([H:13])[C@@:4]([H:11])([C:3]1([H:9])[H:10])[N:5]2[H:12],54.62636,21.512520000000002,,
101.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C:2]([H:9])=[C:6]([H:13])[N:5]=[C:4]1[H:11])([H:7])([H:8])[H:12],63.33461,-61.067,,
102.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1](=[C:3]([C@@:4]1([H:11])[N:5]([H:12])[C@:6]1([C:2][H:9])[H:13])[H:10])([H:7])[H:8],58.179790000000004,43.390229999999995,,
103.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])([H:13])[N:5]([H:12])[C:6]2,57.61192,-18.9467,,
104.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]2([N:5]([C:6][H:13])[H:12])[H:11],62.453109999999995,22.48878,,
106.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[N+:5]1([H:12])[C-:4]([H:11])[C@:6]21[H:13],110.89217,41.80449,,
107.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([C@@:6]2([H:13])[C:4][N:5]2[H:12])([H:9])[C:3]1([H:10])[H:11],63.49955,13.877410000000001,,
108.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2][C@@:3]1([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:9])[H:13])[H:10],68.64333,50.38769,,
109.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@:4]([N:5]([H:12])[H:13])([H:11])[C:6]2,60.81652,27.23433,,
110.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[C@@:4]2([H:11])[C@:3]1([H:10])[N:5]2[H:12],53.10105,-42.89557,,
111.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C:4]([H:11])=[N:5][C:6]2([H:12])[H:13],51.995059999999995,-52.35622,,
112.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]1([H:7])([H:8])[C:2]([H:9])=[C:6]([H:13])[N:5]([H:12])[C:4]([H:11])=[C:3]1[H:10],49.18388,-62.34146,,
113.0,[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@:3]1([H:10])[C@@:4]1([H:11])[N:5]([H:12])[C@@:6]21[H:13],[C:1]([C@:3]1([H:10])[C@@:2]2([H:9])[C@:4]1([H:11])[N:5]=[C:6]2[H:13])([H:7])([H:8])[H:12],63.29736,-17.1903,,
115.0,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]1[C@:5]([C:4](=[O:3])[H:7])([H:8])[O:6]1,63.7858,31.743209999999998,ketoenol,
116.0,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]1[O+:3]=[C-:4][C:5]([H:7])([H:8])[O:6]1,59.990840000000006,43.82107,Singlet_Carbene_Intra_Disproportionation,
117.0,[O:1]=[c:2]1[o:3][c:4]([H:7])[c:5]([H:8])[o:6]1,[O:1]=[C:2]([O:3][H:7])[O:6][C:5](=[C:4])[H:8],93.0507,80.57999000000001,,
119.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](\[O:6][C:5]([O+:4]=[C-:3][H:9])([H:10])[H:11])[H:8])\[H:7],92.51592,68.29268,,
121.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]1([H:7])[C:2](=[O:6])[C:3]([H:8])([H:9])[O:4][C:5]1([H:10])[H:11],61.61747,-12.73198,ketoenol,
122.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]#[C:2][C:3]([O:4][C:5]([O:6][H:7])([H:10])[H:11])([H:8])[H:9],67.42024,6.34779,,
123.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]1([H:7])[C:2]2([C:3]1([H:8])[H:9])[O:4][C:5]([H:10])([H:11])[O:6]2,101.35746999999999,40.74243,,
124.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](/[C:3]([O+:4]=[C-:5][H:11])([H:8])[H:9])[O:6][H:10])\[H:7],82.03806,62.12915,,
125.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1](=[C:2](/[C:3]([O:4][H:11])([H:8])[H:9])[O+:6]=[C-:5][H:10])\[H:7],76.87826,64.40646,,
126.0,[N:1](=[C:2]1/[C:3]([H:8])([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)\[H:7],[N:1]([C:2]1=[C:3]([H:9])[O:4][C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8],75.3122,15.505460000000001,,
128.0,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]([C+:2]=[C:3]([O-:4])[C:5]#[N:6])[H:7],82.49876,47.33678,,
130.0,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]=[C:2]([C:3](=[O:4])[N+:6]#[C-:5])[H:7],44.35869,12.797460000000001,,
132.0,[O:1]=[C:2]([C:3](=[O:4])[C:5]#[N:6])[H:7],[O:1]=[C:2]([O+:4]=[C:3]=[C:5]=[N-:6])[H:7],47.662420000000004,46.40486,,
133.0,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]=[C:3]([C@@:4]1([H:9])[O:5][C:6]1([H:8])[H:10])[H:7],88.76262,-4.25225,,
134.0,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O-:1][C:2]1=[C+:6][C@@:4]([O:5][H:10])([H:9])[C:3]1([H:7])[H:8],69.03272,64.92598000000001,,
135.0,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]1[C:3]([H:7])([H:8])[O:5][C@@:6]1([C:4][H:9])[H:10],106.78003999999999,71.89419000000001,,
136.0,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]1[C:2](=[C:3]([H:7])[H:8])[C@@:6]1([C:4](=[O:5])[H:9])[H:10],62.00781,2.0381400000000003,,
137.0,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@@:4]2([H:9])[O:5][C@@:6]12[H:10],[O:1]=[C:2]([C@@:6]1([H:10])[C:3]([H:7])=[C:4]([H:9])[O:5]1)[H:8],87.35878000000001,4.39802,,
